ROW_NUMBER,TRANSACTION_TYPE,ERRORS,DATA_SOURCE_IP,DATA_DEST_IP,DATA_IAT_VARIANCE,DATA_DNS_ENTROPY,DATA_BYTE_STABILITY,DATA_RISK_SCORE
2387,unknown,Cannot determine transaction type from row data,192.168.1.12,10.0.0.39,34.041863554210494,1.7771325584400528,4.165945027673227,0.10861724218056354
2388,unknown,Cannot determine transaction type from row data,192.168.1.9,192.168.1.67,54.73707045930004,2.7801106114751017,1.5306128568131103,0.14336438165114226
2389,unknown,Cannot determine transaction type from row data,192.168.1.15,192.168.1.19,0.0684815191396392,5.395337954042654,0.07887742363754299,0.8595235778568594
2390,unknown,Cannot determine transaction type from row data,192.168.1.75,10.0.0.30,13.342556660167235,2.293299100606794,4.639849352886391,0.3472113438155605
2391,unknown,Cannot determine transaction type from row data,192.168.1.74,192.168.1.46,37.84039085857078,2.1778722337526224,3.4959588971541864,0.13626342645322345
2392,unknown,Cannot determine transaction type from row data,192.168.1.9,192.168.1.9,46.481060059584465,1.6848441900121478,1.2586190157392874,0.1440758696520698
2393,unknown,Cannot determine transaction type from row data,192.168.1.97,10.0.0.47,0.03475905625194662,5.161235188745749,0.047040761946680956,0.8208547798933113
2394,unknown,Cannot determine transaction type from row data,192.168.1.29,10.0.0.35,0.042650755376431274,4.3291234578353555,0.07980465828368205,0.8012911139646189
2395,unknown,Cannot determine transaction type from row data,192.168.1.54,192.168.1.46,15.121642557535415,3.108710690649689,3.821758635634782,0.2596977287316952
2396,unknown,Cannot determine transaction type from row data,192.168.1.23,10.0.0.11,29.405444940723253,2.519434645279852,4.818601486013063,0.044004209321229344
2397,unknown,Cannot determine transaction type from row data,192.168.1.83,192.168.1.9,32.47499828280435,1.704518820975142,4.599794881732418,0.14548744805284952
2398,unknown,Cannot determine transaction type from row data,192.168.1.89,192.168.1.77,20.88681178323973,1.615776110526289,2.284536725586864,0.04781363550075323
2399,unknown,Cannot determine transaction type from row data,192.168.1.87,192.168.1.44,38.563693805939266,2.6167178720773223,3.4717389812210477,0.04886019158841039
2400,unknown,Cannot determine transaction type from row data,192.168.1.80,192.168.1.89,46.07970104455378,1.6030540058364848,2.0358915822045205,0.3386490973698328
2401,unknown,Cannot determine transaction type from row data,192.168.1.80,10.0.0.41,34.47053116971932,2.6124634084689156,1.0873462974013837,0.22724151143083343
2402,unknown,Cannot determine transaction type from row data,192.168.1.59,10.0.0.49,41.16103343553942,2.3408994697446888,4.988147816973667,0.3433561180905563
2403,unknown,Cannot determine transaction type from row data,192.168.1.44,192.168.1.91,59.99586547582471,2.070582662990664,2.426417944812247,0.29648004900744696
2404,unknown,Cannot determine transaction type from row data,192.168.1.50,10.0.0.12,38.480176542166674,2.9524465862632816,4.47699856193864,0.04688943732394906
2405,unknown,Cannot determine transaction type from row data,192.168.1.60,192.168.1.54,0.05456184320416418,4.6108696258931055,0.0026057885985593,0.885692438423807
2406,unknown,Cannot determine transaction type from row data,192.168.1.83,192.168.1.42,54.46464576071503,1.5321288888038809,3.4843812140675285,0.07953352598902462
2407,unknown,Cannot determine transaction type from row data,192.168.1.63,192.168.1.49,0.06493042110352512,5.230938389600792,0.019519381427592554,0.7843910379434242
2408,unknown,Cannot determine transaction type from row data,192.168.1.99,192.168.1.65,47.58047704428786,1.6800768375282995,3.7809647761769427,0.0956488102249233
2409,unknown,Cannot determine transaction type from row data,192.168.1.5,192.168.1.4,24.838676159831763,2.1638165429396503,1.8138513229289086,0.21306294922950866
2410,unknown,Cannot determine transaction type from row data,192.168.1.56,192.168.1.18,53.04768063103929,2.23405172443762,1.1491397108501484,0.22157906778479813
2411,unknown,Cannot determine transaction type from row data,192.168.1.71,192.168.1.59,0.031959619753937164,4.604298608725156,0.06507733897816102,0.8764766923983427
2412,unknown,Cannot determine transaction type from row data,192.168.1.24,192.168.1.39,37.265365684509895,3.0296302983824557,1.9429912680028245,0.2888094595702445
2413,unknown,Cannot determine transaction type from row data,192.168.1.83,10.0.0.39,46.879617016991666,2.7779543757045877,4.685120770496731,0.050088146018896634
2414,unknown,Cannot determine transaction type from row data,192.168.1.41,192.168.1.35,48.140016999264134,1.7384663571486323,3.440939660179403,0.10893167195461423
2415,unknown,Cannot determine transaction type from row data,192.168.1.27,192.168.1.48,43.91461692880705,2.443766322909866,2.7321480047363664,0.11155255449680565
2416,unknown,Cannot determine transaction type from row data,192.168.1.34,10.0.0.20,6.568517165121092,1.6221117785337011,2.446175191426969,0.1523257631284511
2417,unknown,Cannot determine transaction type from row data,192.168.1.19,192.168.1.86,35.23263407192799,1.3562086080418256,4.744233736071977,0.04379014484329244
2418,unknown,Cannot determine transaction type from row data,192.168.1.46,10.0.0.32,53.52546022749607,1.239439464408625,3.910154143514522,0.13297487584208598
2419,unknown,Cannot determine transaction type from row data,192.168.1.34,192.168.1.43,8.899935728251295,2.735013390790728,0.8206370839461423,0.3235209482268141
2420,unknown,Cannot determine transaction type from row data,192.168.1.71,192.168.1.84,26.628555563562074,1.6344669491848693,3.915909326282122,0.27666019962816696
2421,unknown,Cannot determine transaction type from row data,192.168.1.8,192.168.1.55,32.84384539735298,1.926256885692144,1.6568681983311568,0.2653512069227869
2422,unknown,Cannot determine transaction type from row data,192.168.1.95,192.168.1.2,27.202051169321532,2.6253224512934916,4.630080317498059,0.23669706084450828
2423,unknown,Cannot determine transaction type from row data,192.168.1.14,192.168.1.27,8.333569641479741,1.3913271728376833,0.67062624833135,0.16531755091014874
2424,unknown,Cannot determine transaction type from row data,192.168.1.100,192.168.1.75,26.12881007008649,3.0189542167357812,4.266065503924947,0.2361163582100704
2425,unknown,Cannot determine transaction type from row data,192.168.1.36,192.168.1.11,5.883235247406255,1.4140213452088417,1.8166839963077424,0.19760862161702852
2426,unknown,Cannot determine transaction type from row data,192.168.1.48,192.168.1.84,14.959438626936757,2.4639641859666126,3.27105409541056,0.197260346966532
2427,unknown,Cannot determine transaction type from row data,192.168.1.20,192.168.1.54,10.317934398575867,1.6529212075161097,4.539673519126612,0.34309519378818165
2428,unknown,Cannot determine transaction type from row data,192.168.1.73,10.0.0.31,0.051776610131712586,4.049794729158204,0.09967625849864091,0.7737485524047684
2429,unknown,Cannot determine transaction type from row data,192.168.1.98,10.0.0.38,26.630601849603504,2.643028128690829,1.9617026681263539,0.27829065154278054
2430,unknown,Cannot determine transaction type from row data,192.168.1.80,192.168.1.81,35.16603816464679,1.7703125774833695,4.707891003411803,0.24488939965845674
2431,unknown,Cannot determine transaction type from row data,192.168.1.93,192.168.1.3,52.86973572089635,2.592306285080115,1.601416178420587,0.23060843175613502
2432,unknown,Cannot determine transaction type from row data,192.168.1.17,192.168.1.74,14.797292834818489,2.5992693340027198,0.6231681146016591,0.24669960221616097
2433,unknown,Cannot determine transaction type from row data,192.168.1.12,10.0.0.44,17.907594308688765,1.426921003049538,0.7403750237052977,0.21682118867224492
2434,unknown,Cannot determine transaction type from row data,192.168.1.68,10.0.0.40,42.38217271198518,2.6259176311190524,4.709040266286074,0.03205703686393646
2435,unknown,Cannot determine transaction type from row data,192.168.1.83,192.168.1.78,40.75859214061717,2.9233559723890137,1.0943545205629268,0.2866927402684554
2436,unknown,Cannot determine transaction type from row data,192.168.1.36,192.168.1.54,46.83563667679141,1.5637613963031747,1.2631370036932104,0.3033520116037672
2437,unknown,Cannot determine transaction type from row data,192.168.1.65,192.168.1.37,39.77774552693374,1.8946900858800344,2.6745699438185655,0.2657716167214154
2438,unknown,Cannot determine transaction type from row data,192.168.1.51,10.0.0.48,30.442075265719595,2.408481928194197,2.0262451596904603,0.11145291343575943
2439,unknown,Cannot determine transaction type from row data,192.168.1.3,10.0.0.26,20.328216986655406,2.2610122001790858,3.0036717340043517,0.1779693475747354
2440,unknown,Cannot determine transaction type from row data,192.168.1.66,10.0.0.3,27.03819373760302,1.477519930771027,1.0186665306171656,0.11198070731668906
2441,unknown,Cannot determine transaction type from row data,192.168.1.77,192.168.1.44,56.505101469530786,1.984524291535388,2.475544960398242,0.28100138028875804
2442,unknown,Cannot determine transaction type from row data,192.168.1.84,192.168.1.4,48.99402173478494,3.0506561077283276,4.434999746927717,0.12619758478151133
2443,unknown,Cannot determine transaction type from row data,192.168.1.14,10.0.0.26,13.977214726952932,2.8605692127249593,1.9607004827584271,0.1524798555454524
2444,unknown,Cannot determine transaction type from row data,192.168.1.52,192.168.1.26,39.57684596840612,2.9705654208851686,4.088179709485148,0.13974776511483453
2445,unknown,Cannot determine transaction type from row data,192.168.1.65,10.0.0.23,24.172513270712066,2.1870339734495445,2.374688663122744,0.05522136713580367
2446,unknown,Cannot determine transaction type from row data,192.168.1.33,192.168.1.29,35.91352550323715,2.385327900266989,2.687931792034835,0.26118379961055493
2447,unknown,Cannot determine transaction type from row data,192.168.1.53,192.168.1.88,11.844244591851934,2.2603495395342463,2.2166107879722468,0.05689381651965913
2448,unknown,Cannot determine transaction type from row data,192.168.1.26,192.168.1.18,17.169849924423453,1.5916500977103154,1.087807850911813,0.3275444048103809
2449,unknown,Cannot determine transaction type from row data,192.168.1.82,192.168.1.71,18.544614818943217,3.066029746260841,3.9007136012048815,0.278497806307275
2450,unknown,Cannot determine transaction type from row data,192.168.1.95,10.0.0.2,6.476857471877827,2.0886225309334705,0.9765785127865003,0.22051440838531947
2451,unknown,Cannot determine transaction type from row data,192.168.1.6,192.168.1.24,20.986644387965747,2.0273725274780077,2.976188440366301,0.11066156610078633
2452,unknown,Cannot determine transaction type from row data,192.168.1.96,192.168.1.10,59.397497775013356,1.295503882156793,1.7975364250760864,0.17785489068957902
2453,unknown,Cannot determine transaction type from row data,192.168.1.90,192.168.1.67,19.09719922935202,3.147014367147139,2.210525864935539,0.20243824501152521
2454,unknown,Cannot determine transaction type from row data,192.168.1.98,10.0.0.15,42.842253148994516,1.8738563863834496,1.002775223102281,0.10578360161329169
2455,unknown,Cannot determine transaction type from row data,192.168.1.38,10.0.0.14,56.46492169821278,3.0420687730906764,0.7268765253357616,0.0688487547589366
2456,unknown,Cannot determine transaction type from row data,192.168.1.12,192.168.1.53,16.22378787633076,3.09170707479571,0.8787669645209173,0.0819680811815311
2457,unknown,Cannot determine transaction type from row data,192.168.1.68,10.0.0.14,0.0735546672186634,5.074947384648116,0.04259730322199134,0.7956427525257582
2458,unknown,Cannot determine transaction type from row data,192.168.1.21,10.0.0.1,19.56012227994274,1.8215838250692933,3.199749311320118,0.0908279831746062
2459,unknown,Cannot determine transaction type from row data,192.168.1.16,10.0.0.48,6.890251324574142,2.005402572463928,4.637863757836152,0.10965803890537659
2460,unknown,Cannot determine transaction type from row data,192.168.1.37,10.0.0.16,38.82760967131119,2.898484728596678,2.088153018918957,0.09168348955679606
2461,unknown,Cannot determine transaction type from row data,192.168.1.61,192.168.1.61,23.22661982330839,3.160000831198663,1.938630589998127,0.2630232764587417
2462,unknown,Cannot determine transaction type from row data,192.168.1.14,10.0.0.44,26.64143028237444,3.1296462509444956,3.07257046744672,0.3288477943559886
2463,unknown,Cannot determine transaction type from row data,192.168.1.96,192.168.1.23,44.44527893488993,2.690160342324436,4.572395968017566,0.011496547061287334
2464,unknown,Cannot determine transaction type from row data,192.168.1.55,10.0.0.32,6.611153775295386,3.1490651073247493,1.4992932854362637,0.1707060079840472
2465,unknown,Cannot determine transaction type from row data,192.168.1.47,192.168.1.22,52.133285943093156,2.4166307320464293,3.5313500967730733,0.10916907486746685
2466,unknown,Cannot determine transaction type from row data,192.168.1.46,192.168.1.1,59.30235520592458,2.7840384158802705,4.9701537539694005,0.3392214269844575
2467,unknown,Cannot determine transaction type from row data,192.168.1.39,192.168.1.66,11.07437198176331,2.0822976500936035,4.140583440200139,0.18181400913222875
2468,unknown,Cannot determine transaction type from row data,192.168.1.38,10.0.0.31,18.60567007430071,3.120133966359274,0.8038768425164478,0.15577891261919136
2469,unknown,Cannot determine transaction type from row data,192.168.1.100,192.168.1.48,26.002946372897522,2.819752830077139,3.130114692400759,0.14279111482519077
2470,unknown,Cannot determine transaction type from row data,192.168.1.34,192.168.1.51,6.95082719379166,2.9263746967361124,2.1198268619741993,0.22737517959047798
2471,unknown,Cannot determine transaction type from row data,192.168.1.83,192.168.1.11,47.04380743036056,2.7151676654381145,2.865343615697768,0.22241141636819572
2472,unknown,Cannot determine transaction type from row data,192.168.1.1,10.0.0.4,46.899720328172506,1.9080098863624853,4.985268804759799,0.15773091586456348
2473,unknown,Cannot determine transaction type from row data,192.168.1.12,192.168.1.92,12.02806250156138,1.44288523145675,1.7669076804810246,0.028147668020268683
2474,unknown,Cannot determine transaction type from row data,192.168.1.57,10.0.0.30,16.18092554897759,1.3857994289882387,0.7842547890636398,0.10103556628344415
2475,unknown,Cannot determine transaction type from row data,192.168.1.19,192.168.1.48,53.176365899492865,1.5521340720753152,1.6920823707401904,0.035973727710403934
2476,unknown,Cannot determine transaction type from row data,192.168.1.21,192.168.1.42,11.8755951049414,1.488040716103399,4.508859265284707,0.3459227345683063
2477,unknown,Cannot determine transaction type from row data,192.168.1.63,10.0.0.1,31.52167549659152,2.619056127153196,3.255813086463374,0.3333767819080883
2478,unknown,Cannot determine transaction type from row data,192.168.1.47,192.168.1.11,43.59548057533185,2.07810607990279,1.7948940825304605,0.06177203312858115
2479,unknown,Cannot determine transaction type from row data,192.168.1.3,10.0.0.44,36.28321254597962,1.433096726867108,3.0649429379243442,0.06726079631374794
2480,unknown,Cannot determine transaction type from row data,192.168.1.30,10.0.0.4,47.80461596365783,2.648764103033267,3.6533169470043605,0.20056593342255466
2481,unknown,Cannot determine transaction type from row data,192.168.1.35,192.168.1.36,30.680719766004337,2.1391094279870657,2.2055998795982137,0.3258841110461816
2482,unknown,Cannot determine transaction type from row data,192.168.1.81,192.168.1.87,57.967243050459246,2.820307470553396,0.5633888547329149,0.31807658395303706
2483,unknown,Cannot determine transaction type from row data,192.168.1.52,192.168.1.20,44.48567278659956,1.6143629437888793,1.2156130884489196,0.23165028628920364
2484,unknown,Cannot determine transaction type from row data,192.168.1.24,192.168.1.13,16.31373622371134,2.1538108510645504,2.4419943047889827,0.22790316604465038
2485,unknown,Cannot determine transaction type from row data,192.168.1.88,192.168.1.14,0.03350301553458327,4.521000648596595,0.044450896206930414,0.7529077693439156
2486,unknown,Cannot determine transaction type from row data,192.168.1.96,192.168.1.38,58.791892665198255,1.5158829712073627,2.9098301827410875,0.3385533674939188
2487,unknown,Cannot determine transaction type from row data,192.168.1.18,10.0.0.47,55.974899466061906,2.611375292904765,1.1838500907897234,0.14378750818032732
2488,unknown,Cannot determine transaction type from row data,192.168.1.5,10.0.0.34,47.784582196787035,2.3079441091722543,3.413489548172914,0.12111884494807112
2489,unknown,Cannot determine transaction type from row data,192.168.1.44,10.0.0.43,50.172178938113994,2.4733091186915757,1.5319455857945976,0.15226754642628024
2490,unknown,Cannot determine transaction type from row data,192.168.1.90,10.0.0.28,40.9336958430346,2.902852788830012,4.7410602733998335,0.34908900795752196
2491,unknown,Cannot determine transaction type from row data,192.168.1.6,10.0.0.12,36.00996143163441,1.5149059143796932,4.352673076681737,0.3192534407371598
2492,unknown,Cannot determine transaction type from row data,192.168.1.76,192.168.1.70,42.732183431141564,1.7359900491272187,1.0541996329495575,0.13992902389276204
2493,unknown,Cannot determine transaction type from row data,192.168.1.41,192.168.1.64,6.884001549465198,1.7485607524502638,4.954755245340754,0.2400673769264003
2494,unknown,Cannot determine transaction type from row data,192.168.1.2,10.0.0.15,34.68380334296469,1.4973777447899606,2.0689001526007296,0.20847167659323554
2495,unknown,Cannot determine transaction type from row data,192.168.1.7,192.168.1.66,58.64691626828743,3.1903642412498776,0.8401814382272057,0.3283917837559975
2496,unknown,Cannot determine transaction type from row data,192.168.1.51,192.168.1.35,23.59610064048727,3.135508646746243,0.9567673623659096,0.17923391776516784
2497,unknown,Cannot determine transaction type from row data,192.168.1.96,10.0.0.36,40.504369498408174,1.462111486843335,3.724980881601636,0.34340132209362767
2498,unknown,Cannot determine transaction type from row data,192.168.1.87,192.168.1.5,24.78002087484514,1.8497732129624374,2.8267175961055995,0.025547049019172714
2499,unknown,Cannot determine transaction type from row data,192.168.1.17,192.168.1.26,50.244371022320806,1.5039250517564302,0.6715922634116271,0.25462641308819894
2500,unknown,Cannot determine transaction type from row data,192.168.1.84,192.168.1.70,14.062504105153726,2.6125776280780144,3.375300485904617,0.3088426268824344
2501,unknown,Cannot determine transaction type from row data,192.168.1.74,192.168.1.18,21.652547579618084,1.6007206080069005,2.941565915336305,0.15967445081014067
2502,unknown,Cannot determine transaction type from row data,192.168.1.52,192.168.1.15,42.977864760612476,1.291840112182526,2.0243502240965245,0.1499999470769683
2503,unknown,Cannot determine transaction type from row data,192.168.1.42,192.168.1.82,59.793315423936136,2.673114405939689,0.8935257042623915,0.016884789128631318
2504,unknown,Cannot determine transaction type from row data,192.168.1.83,192.168.1.23,55.791182080011104,2.398600778032745,1.3419879031276387,0.27594597225579387
2505,unknown,Cannot determine transaction type from row data,192.168.1.30,10.0.0.4,50.39233286666887,1.8927694340743793,3.0506860552353405,0.3269574173827175
2506,unknown,Cannot determine transaction type from row data,192.168.1.63,10.0.0.2,16.657749964188547,2.2640693736667803,1.2944938650927824,0.22589832387511402
2507,unknown,Cannot determine transaction type from row data,192.168.1.44,192.168.1.69,39.81437378058301,2.8074108480332347,4.9065488748376,0.28041062036278386
2508,unknown,Cannot determine transaction type from row data,192.168.1.75,192.168.1.34,49.71781639288195,2.8896113340720007,1.6637844708971428,0.1207192241629635
2509,unknown,Cannot determine transaction type from row data,192.168.1.33,192.168.1.43,42.054295510705835,1.8266491326016496,3.6568389970031667,0.1418963828026565
2510,unknown,Cannot determine transaction type from row data,192.168.1.39,192.168.1.41,37.50841429269441,1.7870559083358992,1.1720680264376304,0.1353160759049668
2511,unknown,Cannot determine transaction type from row data,192.168.1.57,192.168.1.64,18.40135568980147,1.5874318845591207,2.7603248391220263,0.15609827439467433
2512,unknown,Cannot determine transaction type from row data,192.168.1.51,10.0.0.21,37.69741011623672,2.9677145271999184,4.598049829632371,0.3359867656065106
2513,unknown,Cannot determine transaction type from row data,192.168.1.73,10.0.0.36,0.019527938886836665,4.296371416525716,0.0006488083780526455,0.9196426457829836
2514,unknown,Cannot determine transaction type from row data,192.168.1.22,192.168.1.9,40.03189664847834,2.692919518443555,4.674264058166254,0.22993247616585535
2515,unknown,Cannot determine transaction type from row data,192.168.1.22,192.168.1.68,24.24606935742742,2.286025020028691,2.225758465021582,0.010484747617761091
2516,unknown,Cannot determine transaction type from row data,192.168.1.65,192.168.1.64,22.3116071073423,3.171004583273671,2.5976396100214183,0.2649453564394442
2517,unknown,Cannot determine transaction type from row data,192.168.1.74,10.0.0.27,41.61156592184639,2.2131973923669186,4.507098159309759,0.15755297940363602
2518,unknown,Cannot determine transaction type from row data,192.168.1.94,192.168.1.71,10.371359224554421,2.7866195464316417,4.212911573590294,0.021321246412158476
2519,unknown,Cannot determine transaction type from row data,192.168.1.49,192.168.1.82,26.465900546163358,2.5090445380218838,1.6446179246287183,0.15687578142455347
2520,unknown,Cannot determine transaction type from row data,192.168.1.52,192.168.1.84,27.732190877061065,2.0404652656029203,0.897271243632124,0.07865989393407406
2521,unknown,Cannot determine transaction type from row data,192.168.1.97,192.168.1.11,34.10905475229126,3.09788026256852,0.8295417692475526,0.21395511087271601
2522,unknown,Cannot determine transaction type from row data,192.168.1.14,192.168.1.69,53.023760806055456,1.611076941390973,0.6834797345361716,0.23857231259562545
2523,unknown,Cannot determine transaction type from row data,192.168.1.73,192.168.1.6,22.012972581924654,2.4336767535684842,1.2766360732217246,0.15043847830415533
2524,unknown,Cannot determine transaction type from row data,192.168.1.54,192.168.1.94,0.004594834785433393,5.426452279678599,0.058193721399403334,0.9409746515927612
2525,unknown,Cannot determine transaction type from row data,192.168.1.60,10.0.0.4,54.27639729605462,1.6773777628625952,1.3965884536307818,0.17871995911578337
2526,unknown,Cannot determine transaction type from row data,192.168.1.38,192.168.1.25,40.86080384365222,2.616303375481202,4.004035992023701,0.2017343156931275
2527,unknown,Cannot determine transaction type from row data,192.168.1.38,192.168.1.1,0.061422154371117435,4.607885170858162,0.07482753743972569,0.977926603420611
2528,unknown,Cannot determine transaction type from row data,192.168.1.89,192.168.1.31,18.55388544365106,1.327915793638279,2.9174156896598737,0.29760587962691853
2529,unknown,Cannot determine transaction type from row data,192.168.1.57,192.168.1.9,51.001780400619765,2.1088071176397274,3.1592977967321314,0.1915301815032396
2530,unknown,Cannot determine transaction type from row data,192.168.1.74,10.0.0.3,0.01838078826689578,4.465355277749006,0.007091347318006769,0.8699779096069938
2531,unknown,Cannot determine transaction type from row data,192.168.1.90,192.168.1.89,12.055515882213232,1.336892509858106,2.5137512263564457,0.06576739317377951
2532,unknown,Cannot determine transaction type from row data,192.168.1.19,192.168.1.75,13.693371516040713,1.2432835892164713,4.032011275987326,0.03543086031895936
2533,unknown,Cannot determine transaction type from row data,192.168.1.74,192.168.1.17,46.439734063315804,1.6916077125557318,3.5323942726385966,0.02469477866668545
2534,unknown,Cannot determine transaction type from row data,192.168.1.3,10.0.0.4,43.35469367585738,1.6489610024654566,0.8080392624171924,0.17370785070679406
2535,unknown,Cannot determine transaction type from row data,192.168.1.76,192.168.1.15,18.066121386091666,1.8849451124716576,3.053476630690128,0.10688921437628593
2536,unknown,Cannot determine transaction type from row data,192.168.1.88,10.0.0.34,14.856541725856413,1.3644031789638673,1.9776100330985869,0.15428810078471858
2537,unknown,Cannot determine transaction type from row data,192.168.1.6,10.0.0.8,7.162571821766029,2.063535076397116,2.220151615953821,0.23017668687433207
2538,unknown,Cannot determine transaction type from row data,192.168.1.14,192.168.1.100,16.677681666789326,1.3492482428382058,3.278533918749423,0.333668991583157
2539,unknown,Cannot determine transaction type from row data,192.168.1.88,192.168.1.95,57.448185226293695,2.500966699989375,3.529009860394794,0.0708356939306842
2540,unknown,Cannot determine transaction type from row data,192.168.1.39,10.0.0.44,44.26754827831284,2.424094159315511,2.4223152308376728,0.0912687165132475
2541,unknown,Cannot determine transaction type from row data,192.168.1.84,10.0.0.48,0.04621600645018233,4.1044544739625906,0.05528693935257713,0.8881773437982433
2542,unknown,Cannot determine transaction type from row data,192.168.1.100,192.168.1.18,30.269283153050825,2.4457522980412074,1.6682634440326418,0.20779446210238586
2543,unknown,Cannot determine transaction type from row data,192.168.1.86,192.168.1.13,48.291757461669306,2.8717026423599084,2.9533587309063343,0.19851477747465734
2544,unknown,Cannot determine transaction type from row data,192.168.1.77,192.168.1.44,56.788057133305585,3.042294275183666,4.47850379255188,0.04331821229010243
2545,unknown,Cannot determine transaction type from row data,192.168.1.41,10.0.0.20,50.95660792674022,2.355814285003792,0.578729963687761,0.3410623865581899
2546,unknown,Cannot determine transaction type from row data,192.168.1.18,192.168.1.83,26.722179252249468,2.0483017601165328,1.5898132317773885,0.12129343275494213
2547,unknown,Cannot determine transaction type from row data,192.168.1.30,192.168.1.20,59.5530999575271,1.3092430729780764,2.7097016979756976,0.04108162669893601
2548,unknown,Cannot determine transaction type from row data,192.168.1.39,192.168.1.57,43.17591427268679,3.034921314519491,3.7655516006983323,0.035368501823501444
2549,unknown,Cannot determine transaction type from row data,192.168.1.56,192.168.1.11,39.50950853993182,1.2005049089811242,3.934284735243825,0.26392836124068014
2550,unknown,Cannot determine transaction type from row data,192.168.1.15,192.168.1.1,0.04238902245964738,4.911982346794806,0.09965220719246724,0.8217168563547402
2551,unknown,Cannot determine transaction type from row data,192.168.1.32,192.168.1.38,0.013962579532076289,4.332052839237931,0.015481124059682595,0.8225685681062251
2552,unknown,Cannot determine transaction type from row data,192.168.1.41,192.168.1.57,19.806545551291894,2.858391558273831,0.5296658240252256,0.0858590859031467
2553,unknown,Cannot determine transaction type from row data,192.168.1.65,192.168.1.27,7.384009096002917,1.9288536226705022,2.2095929517085415,0.2837920030504653
2554,unknown,Cannot determine transaction type from row data,192.168.1.85,192.168.1.28,7.903084278363014,1.5605430720367521,3.3212653485878976,0.22806471853660276
2555,unknown,Cannot determine transaction type from row data,192.168.1.33,192.168.1.23,16.270213928959656,1.6658261085062231,2.367704722792551,0.08304764395632629
2556,unknown,Cannot determine transaction type from row data,192.168.1.25,192.168.1.17,15.333209641763029,2.1424739856007395,4.499008696957185,0.16922386570873563
2557,unknown,Cannot determine transaction type from row data,192.168.1.81,192.168.1.44,36.49109996437289,1.8717086317216642,1.3187363078679515,0.12013809246653147
2558,unknown,Cannot determine transaction type from row data,192.168.1.26,10.0.0.39,0.046910685282887575,5.222153022020537,0.04231181975477304,0.9667955202158846
2559,unknown,Cannot determine transaction type from row data,192.168.1.40,192.168.1.41,45.33030627272084,2.3333121552041245,1.7221951561117899,0.05948344064969974
2560,unknown,Cannot determine transaction type from row data,192.168.1.81,192.168.1.30,10.278663318286211,1.9912349315865367,2.816493899002041,0.29114369950070057
2561,unknown,Cannot determine transaction type from row data,192.168.1.82,192.168.1.4,50.246086749071196,2.4968478635431577,1.8048124481170404,0.2974139414876984
2562,unknown,Cannot determine transaction type from row data,192.168.1.25,192.168.1.81,52.357251398946396,1.6313827359457713,1.2903972464248987,0.09614872225170348
2563,unknown,Cannot determine transaction type from row data,192.168.1.81,192.168.1.55,0.04600077823732979,4.75205790185578,0.06053856080126564,0.8979138359632066
2564,unknown,Cannot determine transaction type from row data,192.168.1.71,192.168.1.10,29.879310629163406,2.2347639176960903,0.6364247195081997,0.2699492550605503
2565,unknown,Cannot determine transaction type from row data,192.168.1.82,192.168.1.51,17.618027208364232,1.5154406341664994,3.324311154153739,0.31628457329598997
2566,unknown,Cannot determine transaction type from row data,192.168.1.23,10.0.0.43,37.306097739775595,1.8215233907448427,4.996173050503965,0.26460532407702936
2567,unknown,Cannot determine transaction type from row data,192.168.1.16,192.168.1.32,57.61488775751652,2.7053434972295882,1.2701374238572887,0.2920587202635666
2568,unknown,Cannot determine transaction type from row data,192.168.1.68,192.168.1.64,53.674648736726425,1.7377496986830296,1.5969627188722735,0.11101092938530907
2569,unknown,Cannot determine transaction type from row data,192.168.1.20,10.0.0.39,32.02775650425849,2.635073727025254,1.9244197910073155,0.2759019373346266
2570,unknown,Cannot determine transaction type from row data,192.168.1.48,192.168.1.8,13.257361520651404,1.316395540260574,4.428961545240185,0.10824076210805024
2571,unknown,Cannot determine transaction type from row data,192.168.1.14,192.168.1.25,13.180783042932362,2.3535794169944726,3.827351549555112,0.03592553187772617
2572,unknown,Cannot determine transaction type from row data,192.168.1.54,10.0.0.38,31.46839004572601,2.6827899445594996,1.9776080854724243,0.17770990759573618
2573,unknown,Cannot determine transaction type from row data,192.168.1.36,192.168.1.99,0.03697331265161482,4.398817728077646,0.04082346208219565,0.9160980220579704
2574,unknown,Cannot determine transaction type from row data,192.168.1.75,192.168.1.36,39.135032366641774,2.7250513541879515,3.8100118922056265,0.28690401280691163
2575,unknown,Cannot determine transaction type from row data,192.168.1.38,192.168.1.25,32.804763237531,1.9546555486044386,3.6353345009434284,0.3162132801622651
2576,unknown,Cannot determine transaction type from row data,192.168.1.27,192.168.1.55,15.087520498954293,2.7557802847843504,1.402988525097991,0.27972817825371293
2577,unknown,Cannot determine transaction type from row data,192.168.1.50,192.168.1.2,0.01658997203711185,4.1394669887692395,0.007543306960349561,0.9505003211338081
2578,unknown,Cannot determine transaction type from row data,192.168.1.50,192.168.1.12,53.23065538006675,2.812833348037582,1.6174331736117913,0.13673592482283883
2579,unknown,Cannot determine transaction type from row data,192.168.1.43,192.168.1.74,13.460461719795386,1.6855965290553447,4.876652915382008,0.06134445992521611
2580,unknown,Cannot determine transaction type from row data,192.168.1.51,10.0.0.11,55.71662143887004,1.554233137356746,2.877551120464494,0.28321298447610543
